start_time	end_time
1.69773227957194	2.04470760331606
3.88757654183428	4.26654958995641
6.8673646247189	7.27833539721905
8.45725155484979	8.81822588300565
10.2951208489249	10.6360965993663
11.7690160282073	12.1199910674768
14.5848157736473	15.0057858350337
16.244697725866	16.6456692095089
18.2465553573857	18.6395274099195
21.2423423024884	21.6873106571438
23.3741906892974	23.7551635951968
26.1439937059477	26.4969686030236
28.9417947314505	29.3827633705514
30.5396810926613	30.8946558475145
33.4414747223782	33.8184479127522
35.9652952328615	36.2862724055594
37.9311554244778	38.2261344461003
39.8530187450524	41.6398916658945
45.9305865195056	46.3395574342285
47.2584920812806	47.6434647027054
48.9103746023902	49.2933473660669
50.2622784574633	50.6412515055854
51.986155858438	53.0710787006828
54.4739789289888	54.9049482792325
56.1698583211401	56.5928282402747
58.9096634711605	59.3146346703579
59.915591931378	60.5885440722341
63.8873094700393	64.4782674422022
65.9411634037097	66.3481344606553
67.1570769301325	67.5620481293299
69.7908896181907	70.2818547016359
72.5086963327194	73.0556574338407
75.3364952247939	75.7614650017349
76.2324315074366	76.7473948841798
79.1062271283299	79.5531953407626
80.2381466282823	80.8031064493698
82.5359832103131	82.8929578229436
85.4417765555845	85.8347486081475
87.147655236593	88.1725823456654
89.9994524219946	90.3664263234823
91.871319298225	92.3142877951032
93.7911827610224	94.1641562358418
96.2650068271614	96.6159818664601
96.6529792352812	97.0679497233359
98.2888628942019	98.6818349467358
99.1268033013912	99.7037622691423
101.892606602516	102.33157538384
103.492492821504	103.943460749491
105.19237192921	105.551346399589
106.860253312509	107.263224653929
108.436141238228	108.795115708635
109.084095156926	109.411071902956
110.026028168388	110.419000220922
112.13187840415	112.58084647436
113.931750400516	114.312723306415
117.411502926843	117.806474837183
119.639344486815	120.030316681601
121.475213923142	121.844187682378
124.614990627917	125.009962538257
126.774837023579	127.421791013388
129.270659525238	129.583637266827
131.786480604613	132.141455359466
133.408365259122	133.777339018387
134.656276509952	135.05324827804
136.852120345546	137.205095242593
139.865906010586	140.216881049884
141.093818683672	142.16874223706
142.537715996325	142.856693311245
144.151601219754	144.508575832355
145.961472505005	146.326446548715
149.311234276043	149.682207893056
151.587072422582	151.986044048448
152.982973148668	153.465938801004
155.650783418852	156.319735844154
159.770490432798	160.193460351933
161.488368260441	162.247314285574
164.382162459078	164.817131524847
167.089969884721	167.452944070654
168.929839036573	175.086401193083
176.855275393988	177.368238912954
178.293173133308	178.782138359005
179.959054658859	180.520014764392
182.572868769144	185.171683946159
187.090547480067	187.465520812635
187.606510785699	188.427452401811
189.246394160175	189.637366354931
190.816282512562	191.155258405226
192.516161620268	192.919132961688
193.908062630799	194.34103183882
195.235968192574	196.040910946496
198.32774831081	198.918706282944
200.467596128728	201.348533478071
202.539448782336	203.916350859567
206.991132186726	207.336107652693
208.407031490526	208.798003685311
210.182905193622	210.623873832752
211.882784301328	213.295683818462
216.322468559054	216.68344288721
217.722369000694	218.123340484337
219.700228338945	220.121198400302
220.808149545599	221.333112211199
222.20804998721	222.988994447864
225.447819580702	225.930785233068
226.681731827121	227.396680981241
230.059491606982	230.440464512882
231.43139403977	231.860363532265
232.915288507909	233.702232541895
234.039208576753	234.74815815757
235.19712622778	236.056065141602
237.194984143745	238.377900016931
240.140774644504	241.995642729657
243.562531295378	249.723093167442
249.880082002695	250.203059033141
251.071997235849	251.414972844039
253.969791150012	254.388761353621
257.241558467882	257.618531658227
259.33540955701	259.994362693455
