start_time	end_time
0.0678481939539779	0.0988459894433618
0.201838664797833	0.216837598098209
1.64773583522765	2.15669963863911
2.48967595797149	2.50867460682639
3.65359318230185	3.66859211560222
3.88757654183428	4.26854944773368
4.275548949925	4.39054077191395
4.5275310294237	4.55652896713582
4.55952875380171	4.6945191535342
5.25547925906722	5.26647847681306
5.27347797903349	5.29847620122018
5.90543303554296	5.93443097325508
5.93943061769824	5.95442955099861
6.8673646247189	7.27833539721905
7.28733475721674	7.4183254413947
7.51731840119464	7.68430652530515
8.18127118208213	8.19427025760524
8.21726862201467	8.26426527969306
8.2812640707707	8.28626371518476
8.39725582164829	8.81822588300565
8.82522538522608	8.94421692276956
9.12920376684633	9.28019302876783
9.79715626325924	9.81415505433688
10.2051272491226	10.2181263246457
10.2311254001688	10.7560880657984
11.1270616828115	11.1400607583346
11.7390181615774	12.1199910674768
12.1749871562643	12.1959856628964
12.2149843117513	12.2579812538752
12.6149558665056	12.6319546575833
13.1609170387383	13.1779158298159
13.1949146208935	13.2099135541939
13.962860005995	14.0438542458287
14.0488538902719	14.1318479878828
14.5848157736473	15.015785123891
15.0447830616031	15.1697741724784
15.3187635766226	15.4257559675025
15.9247204820567	15.9277202687226
15.9347197709139	16.0377124462684
16.1907015659672	16.6456692095089
16.674667147221	16.7296632360085
16.730663164868	16.7336629515339
16.7346628804225	16.7376626670884
16.7386625959771	16.7676605336892
16.9406482311315	16.9436480177974
16.9486476622114	17.0716389153094
18.2465553573857	18.6395274099195
18.7125222186733	18.8035157473932
18.9345064315712	19.0454985380056
20.3524055931484	20.3654046686715
21.2203438669676	21.7273078126018
21.7603054658684	21.8233009857649
21.8982956522668	22.0612840608228
22.464255402243	22.5532490731857
23.3561919693311	23.7551635951968
23.7621630974172	23.8731552038516
23.9841473102861	24.1111382789386
26.0799982571916	26.0909974749375
26.1439937059477	26.4969686030236
26.5539645495592	26.6269593583129
26.9539361043135	26.9609356065339
28.9417947314505	29.3927626594086
29.5757496457081	29.5967481523403
29.6037476545607	29.6307457344956
30.2756998665282	30.2966983731603
30.3216965953179	30.3606938219164
30.4836850750144	30.8946558475145
30.8956557764031	31.002648167283
31.1896348691371	31.2026339446602
31.2176328779606	31.3066265489033
31.8815856588481	31.8905850188457
31.9335819609696	31.9785787608998
32.5415387242101	32.608533959632
33.3534809803532	33.3564807670191
33.3594805536559	33.3624803403218
33.3634802692104	33.3684799136536
33.3694798425422	33.3744794869563
33.4414747223782	33.8184479127522
33.8254474149435	33.8624447837647
33.9274401614093	33.992435539054
34.0974280721857	34.1644233076076
35.9652952328615	36.2862724055594
36.6232484404463	36.768238129036
37.3251985190145	37.3381975945667
37.8431616824237	38.2261344461003
38.2451330949552	38.2621318860329
38.5091143210884	38.6041075653338
38.6931012362766	38.756096756144
38.7710956894443	38.8380909248663
39.8150214473426	41.6398916658945
41.6408915947832	41.7738821367384
41.9088725364709	41.9118723231368
42.298844802368	42.3938380466134
